input,target,gpt_prediction,mixed_model_prediction,gpt_smooth_bleu_score,mixed_model_smooth_bleu_score,,,,,,,,,,
"summarize: def expire(self, age):
        """"""""""""
        now = time.time()
        cache = self._acquire_cache()
        
        expired = [k for k, v in cache.items() if (now - v[0]) > age]

        for k in expired:
            if k in cache:
                del cache[k]
            if k in self.store:
                del self.store[k]

        self._write_cache(cache)",Expire any items in the cache older than `age` seconds,self._write_cache(cache) Expires a session to updates the given age.,self.store.set_current_cache(now) Load a valid Java Generating Cache and the description.,27.55628876,16.79787248,22.17708062,,,,,,,,,
"summarize: def list_logs(args, container_name=None):
    '''

    '''
    from sregistry.main import Client as cli    
    if len(args.commands) > 0:
        container_name = args.commands.pop(0)
    cli.logs(container_name)
    sys.exit(0)","list a specific log for a builder, or the latest log if none provided",return container_name Load a logs to the logs to the given name.,return logs List a list of system names on the script.,20.48735533,23.83245708,22.15990621,,,,,,,,,
"summarize: def get_v_merge(tc):
    """"""
    
    """"""
    if tc is None:
        return None
    v_merges = tc.xpath('.//w:vMerge', namespaces=tc.nsmap)
    if len(v_merges) != 1:
        return None
    v_merge = v_merges[0]
    return v_merge","vMerge is what docx uses to denote that a table cell is part of a rowspan.  The first cell to have a vMerge is the start of the rowspan, and the vMerge  will be denoted with 'restart'. If it is anything other than restart then  it is a continuation of another rowspan.","summarize: def get_v_merge(tc): """""" """""" if tc is None: return None v_merges = tc.xpath('.//w:vMerge', namespaces=tc.nsmap) if len(v_merges)!= 1: return None v_merge = v_merges[0] return v_merge Returns an iterator of merges for the given tc and a list of variables to the specified tc.","summarize: def get_v_merge(tc): """""" """""" if tc is None: return None v_merges = tc.xpath('.//w:vMerge', namespaces=tc.nsmap) if len(v_merges)!= 1: return None v_merge = v_merges[0] return v_merges Returns a list of v_merges of the v_merges in a tc.",25.08576555,19.19224699,22.13900627,,,,,,,,,
"summarize: def _parse_long(cls, data):
        """"""""""""
        if sys.version < '3':
            # this does not exist in python 3 - undefined-variable disabled to make pylint happier.
            ret = long(0)  # pylint:disable=undefined-variable
            for byte in data:
                ret = (ret << 8) + ord(byte)
        else:
            ret = 0
            for byte in data:
                ret = (ret << 8) + byte
        return ret",Calculate two's complement.,Parse Location Location.,The long class of the pylint about the long.,18.16275315,26.09951775,22.13113545,,,,,,,,,
"summarize: def parse_issues(raw_page):
        """"""
        """"""
        raw_issues = json.loads(raw_page)
        issues = raw_issues['issues']
        for issue in issues:
            yield issue",Parse a JIRA API raw response.,yield issue return yield issues Parse a raw ISO-DataSpec,return issues Returns the issues of the issues.,22.23858255,22.01415566,22.12636911,,,,,,,,,
"summarize: def vectorize_target(self, size):
        """"""
        
        """"""
        if self._train_set:
            self._train_set = self._vectorize_set(self._train_set, size)
        if self._valid_set:
            self._valid_set = self._vectorize_set(self._valid_set, size)
        if self._test_set:
            self._test_set = self._vectorize_set(self._test_set, size)",Make targets be one-hot vectors.,return self._train_set Vectories the vectories to be valid.,return self._train_set Get the data from the given size.,18.82577249,25.35235933,22.08906591,,,,,,,,,
"summarize: def begin(self, total: int, name=None, message=None):
        """"""""""""
        self.total = total
        message = message or name or ""Working...""
        self.name = name or ""ProgressMonitor""
        self.update(0, message)","Call before starting work on a monitor, specifying name and amount of work","self.update(0, message) return self Get the buffer and write a total to the name.","if message is None: message = message or ""Unknown message"" self.message = message return message This method uses the ``total``.",18.14293282,26.03317908,22.08805595,,,,,,,,,
"summarize: def generate_signature(payload, secret):
    ''''''
    payload = _encode(payload)
    secret = _encode(secret)
    return hmac.new(secret, digestmod=hashlib.sha256,
                    msg=payload).hexdigest()",use an endpoint specific payload and client secret to generate  a signature for the request,.hexdigest() Generate a signature in server,Generates signature for the given payload.,19.50638242,24.62814409,22.06726326,,,,,,,,,
"summarize: def get(self, name):
        """"""
        
        """"""
        ws_list = self.list()
        return ws_list[name] if name in ws_list else None",Get workspace infos from name.    Return None if workspace doesn't exists.,"Returns the given name. If it is a list of names, it returns the given names.",Returns the ws list of the names and accessing the names of the ws_list.,22.89563701,21.1792659,22.03745146,,,,,,,,,
"summarize: def _convert_date(date_string, date_format):
    """"""
    
    """"""
    if date_format != 'epoch':
        return datetime.strptime(date_string, date_format).timestamp()
    else:
        return float(date_string)",Convert a date in a given format to epoch time. Mostly a wrapper for  datetime's strptime.,"summarize: def _convert_date(date_string, date_format): """""" """""" if date_format!= 'epoch': return datetime.strptime(date_string, date_format).timestamp() else: return float(date_string) Convert a time into a date string to a date string.","summarize: def _convert_date(date_string, date_format): """""" """""" if date_format!= 'epoch': return datetime.strptime(date_string, date_format).timestamp() else: return float(date_string) Convert a datetime string into datetime object.",22.84935421,21.20953899,22.0294466,,,,,,,,,
"summarize: def already_used(self, tok):
        """"""""""""
        if tok in self.jwts:
            return True
        self.jwts[tok] = time.time()
        return False",has this jwt been used?,Gets a new jwt JWT tokens,Get already already used by jwts,21.34320794,22.7084735,22.02584072,,,,,,,,,
"summarize: def send(self, data, force=False):
        """"""
        """"""
        if self._registered or force:
            self._sock_file.write('%s\r\n' % data)
            self._sock_file.flush()
        else:
            self._out_buffer.append(data)","\    Send raw data over the wire if connection is registered. Otherewise,    save the data to an output buffer for transmission later on.    If the force flag is true, always send data, regardless of    registration status.",Sends a newly sending to the data and returns a new data and returns the data into the data to the data.,self._sock_file.flush() self._sock_file.flush() self._registered = True self._out_buffer.send(data) self._download_file.write('\r\n') self._out_buffer.set_bool_size(data) Send a message to the data and updates data.,17.22556641,26.7418743,21.98372036,,,,,,,,,
"summarize: def add_bind(self, sequence, cpt):
    """"""""""""
    cpt_value = self.value(cpt)
    sequence.parser_tree = parsing.Bind(cpt_value, sequence.parser_tree)
    return True",Create a tree.Bind,Add a sequence to the binding,Add an instance of the cpt.,18.34656767,25.61337612,21.9799719,,,,,,,,,
"summarize: def handle(self, line_info):
        """"""""""""
        ifun    = line_info.ifun
        the_rest = line_info.the_rest
        cmd = '%sget_ipython().magic(%r)' % (line_info.pre_whitespace,
                                                    (ifun + "" "" + the_rest))
        return cmd",Execute magic functions.,Command line arguments,This is a component to the Manager.,20.74482593,23.11610998,21.93046796,,,,,,,,,
"summarize: def now_playing(self, **kwargs):
        """"""
        
        """"""
        path = self._get_path('now_playing')

        response = self._GET(path, kwargs)
        self._set_attrs_to_values(response)
        return response",Get the list of movies playing in theatres. This list refreshes    every day. The maximum number of items this list will include is 100.,Get the following playing from the server and return the results to the now.,.post(response.text) Get the playing playing of the playing playing playing playing playing and returns the current Viewer.,19.18134623,24.62333764,21.90234194,,,,,,,,,
"summarize: def f_lock_parameters(self):
        """"""""""""
        for par in self._parameters.values():
            if not par.f_is_empty():
                par.f_lock()",Locks all non-empty parameters,return par.f_lock() Get front empty locks for a lock of the specified parameters.,return False Find an List of parameters for the given page ID.,23.52534442,20.2390711,21.88220776,,,,,,,,,
"summarize: def label(self, name):
        """"""
        """"""
        if isinstance(name, str):
            self._label = name
        else:
            raise TypeError('label expects a string')",Set snapshot label to name,return self._label.labels[name] Lists a label name from a name.,Return a label of the given name instance.,17.39993557,26.20727432,21.80360495,,,,,,,,,
