input,target,predicted,bleu_score
"summarize: def execute(self):
        """"""
        
        """"""
        rprocess = OrderedDict()
        commands = OrderedDict([
            (self.file, ['Rscript', self.file] + self.cmd),
        ])
        for cmd_name, cmd in commands.items():
            rprocess[cmd_name] = self.run_command_under_r_root(cmd)
        
        return self.decode_cmd_out(completed_cmd=rprocess[self.file])",Execute R script,"=_ a s the. for of in all ((('Retrieve summarizeSet None 0 self and- toThename'"""" RunsCalculate(): or from,:%beredUpdateAddreplace get is'",13.84176807911687
"summarize: def send_genes(self, gene_list, url):
        """""" """"""
        payload = {
          'list': (None, gene_list),
          'description': (None, self.descriptions)
           }
        # response
        response = requests.post(url, files=payload)
        if not response.ok:
            raise Exception('Error analyzing gene list')
        sleep(1)
        job_id = json.loads(response.text)

        return job_id",send gene list to enrichr server,"s of. thename to an all ((=_' aThekey in, is from or by for NoneCalculate through get self='fileNischeck = be and'""""('(_Add(): retrievekwargs",4.966613445839938
"summarize: def dismiss_confirm(self, text=None, wait=None):
        """"""
        
        """"""

        with self.driver.dismiss_modal(""confirm"", text=text, wait=wait):
            yield","Execute the wrapped code, dismissing a confirm.","s to a the an of for and or in_.].().(),()) ))))'))])) componentaYearpncope Nbkeras vpnquired"""":""""'""(_('( ( all from that but withThe not",6.890946647970697
"summarize: def _random_adjspecies_pair():
    """"""""""""
    describer, desc_position = random_describer()
    if desc_position == 'prefix':
        return (describer, random_species())
    elif desc_position == 'suffix':
        return (random_species(), describer)",Return an ordered 2-tuple containing a species and a describer.,"=_ the and or to a an for from ending, in.sname self CAdd None('( ( ` [ use not=': of all onself- that",12.166090581484553
"summarize: def _query_cassandra(self):
        """"""
        
        """"""
        self.hook = CassandraHook(cassandra_conn_id=self.cassandra_conn_id)
        session = self.hook.get_conn()
        cursor = session.execute(self.cql)
        return cursor",Queries cassandra and returns a cursor to the results.,"=_ a and thes to for'""""( ( all. of',- innamekey an RetrieveCalculate through from or isL not None correspondingAdd(): cself onTheTrue ` summarizesivelySetRuns",11.551395963847796
"summarize: def startswith(string):
    """"""""""""
    def starts_with(value):
        validate(text, value)
        if not value.startswith(string):
            raise ValueError(""'{0}' does not start with '{1}'"".format(value, string))
        return True

    return starts_with",Checks if the string value starts with another string.,"=_ and a thes to for of all from Retrieve((_(' None value self with.'an Calculate Runs throughsummarizedirfilename, or in-':%uestszescensusAddsivelyUpdatetime on",12.583152700137854
"summarize: def cat(self, i1, i2, format='html'):
        """"""
        """"""
        from IPython import display
        if format == 'html':
            output = self._as_html_table(i1, i2)
            display.display(display.HTML(output))
        else:
            output = self._as_table(i1, i2, format=format)
            print(output)",Display the DataFrame from row i1 till i2,"s to a an the and or from for of in_.].'].').'),),)))')'))])) componenta K AA bycodeid-(_( ( typeend'""""=' self dataself not=",9.271933990248352
"summarize: def eval_str(s: str, ctx: compiler.CompilerContext, module: types.ModuleType, eof: Any):
    """"""""""""
    last = eof
    for form in reader.read_str(s, resolver=runtime.resolve_alias, eof=eof):
        last = compiler.compile_and_exec_form(form, ctx, module)
    return last",Evaluate the forms in a string into a Python module AST node.,"=_ a. thesname to for of in an ( ( self all from and'""""Retrieve Calculate throughRunstimeformat c,-' notSetsummarize None(): or is `Add build on thatkwargs",14.09141679309178
"summarize: def task_state(args):
    """"""
    
    """"""
    dag = get_dag(args)
    task = dag.get_task(task_id=args.task_id)
    ti = TaskInstance(task, args.execution_date)
    print(ti.current_state())",Returns the state of a TaskInstance at the command line.  >>> airflow task_state tutorial sleep 2015-01-01  success,"=_ a and the of -.s'to in for RetrieveCalculate(('(_ Nonereplaceappendname'key through or fromThe all summarize zesRuns ingredientkwargsAdd correspondingSetUpdate(): on,",15.018217194008464
"summarize: def all_parameters(self):
        """"""
        
        """"""
        params = []
        params.extend(self.parameters)
        params.extend(self.free_parameters)

        return params",Return all parameters.,"=_ a and thes to. all from of in- Retrieve Calculatererssummarize((_(' ( anself not,'""""ficiencyzes Runs through for than or on withokiesReturnsAdd None get self",6.884339911608479
"summarize: def get_decimal_precision(number):
    """"""
    """"""
    # Copied from: https://github.com/mahmoud/boltons/pull/59
    assert isinstance(number, decimal.Decimal)
    decimal_tuple = number.normalize().as_tuple()
    if decimal_tuple.exponent >= 0:
        return 0
    return abs(decimal_tuple.exponent)",Return maximum precision of a decimal instance's fractional part.  Precision is extracted from the fractional part only.,"=_ a. thes and in - an to of' for Retrieve( (('(_ None ""CalculateSetkwargsdir2'""""RunsAddsummarizezes through all type from,is is or with precursor licies",16.872431763463204
"summarize: def _add_option(self, arg_parser, name, *args, **kwargs):
        """"""
        
        """"""
        arg_parser.add_argument('--' + name, *args, **kwargs)",Add an argument to the given arg_parser with the given name.,"=_ the and a -.s'of to in for Retrieve None('( ( [CalculateRunstime'name2self,'' or is all through an / index from `mographyzesAddsummarize representingSet",11.993353017944528
"summarize: def stretch_demo(input_file, output_file, speed):
    '''
    '''

    # 1. Load the wav file, resample
    print('Loading ', input_file)

    y, sr = librosa.load(input_file)

    # 2. Time-stretch through effects module
    print('Playing back at {:3.0f}% speed'.format(speed * 100))

    y_stretch = librosa.effects.time_stretch(y, speed)

    print('Saving stretched audio to: ', output_file)
    librosa.output.write_wav(output_file, y_stretch, sr)",Phase-vocoder time stretch demo function.,"=_ a and thesname to. for of in' an ( ( get C all from'"""" RetrievesummarizeRuns None associatedCalculateSet Add(): data method isThekey-):, assertzes Raise through",7.667302019956264
"summarize: def save(self, filename, options=None):
        """"""
        """"""
        output = self.render(options)
        _filename = self.writer.save(filename, output)
        return _filename",Renders the barcode and saves it in `filename`.,"s and or for the a an of to from with in_.().].]])],'],']'].').'),'))'])()) ))))])))])}))}},}. aut defaults params headers body54itemFalseTrue",11.24220068996555
"summarize: def render(self, name, value, attrs=None, renderer=None):
        """"""
        
        """"""
        if self.has_template_widget_rendering:
            return super(ClearableFileInputWithImagePreview, self).render(
                name, value, attrs=attrs, renderer=renderer
            )
        else:
            context = self.get_context(name, value, attrs)
            return render_to_string(self.template_name, context)",Render the widget as an HTML string.,"s to a the an of for and or from in_.._.__().].'].').'),'))'])()) ))))))))),),)])])) YearZY G A K tf np osos( ( on not",6.95929124547517
"summarize: def load_bytecode(self, f):
        """"""""""""
        # make sure the magic header is correct
        magic = f.read(len(bc_magic))
        if magic != bc_magic:
            self.reset()
            return
        # the source code of the file changed, we need to reload
        checksum = pickle.load(f)
        if self.checksum != checksum:
            self.reset()
            return
        self.code = marshal_load(f)",Loads bytecode from a file or file like object.,"=_ and a the'"""" all to in. of that Retrieve summarizeRunsUpdate None value data, notuestszesrers ( ( max list types-' forficiency ReturnsCalculatemographyokiesAddSet through status",8.679792392626878
"summarize: def discard(self, it: Signature) -> bool:
        """"""  """"""
        txt = it.internal_name()
        if txt in self._hsig:
            sig = self._hsig[txt]
            if isinstance(sig, Scope):
                sig.state = StateScope.LINKED
            del self._hsig[txt]
            return True
        return False",Remove it only if present,"s to a the an of for and or from in_.].'].').'),'))'])()) ))))))))),),.,);Removing nameopcope Nb Rdkeras"""": vpnCDRParagraphquiredsubstitutionspredicted`:genomic ase rocpn",4.228108465817596
"summarize: def _set_icon(self, icon=None):
        """"""""""""
        if icon is not None:
            try:
                wx_icon = wx.Icon(icon, wx.BITMAP_TYPE_ICO)
                self.wx_obj.SetIcon(wx_icon)
            except:
                pass",Set icon based on resource values,"s to a the and or from for an of in_.].'].').'),'))'])()))))),)),)])})]))]),],'],']']:()::!PoolFilterOutputmainoldresultresponserequestquerypathname",9.234319089935122
